-118.246,34.061
-118.238,34.064
-118.311,33.99
-118.338,34.062
-118.345,34.045
-118.338,34.048
-118.370,34.061
-118.374,34.222
-118.273,34.107
-118.266,34.041
-118.376,34.076
-118.348,34.078
-118.461,34.053
-118.514,34.032
-118.452,34.068
-118.440,34.03
-118.376,34.044
-118.381,34.051
-118.445,34.031
-118.443,34.047
-118.30,34.079
-118.441,34.048
-118.441,34.048
-118.382,34.059
-118.525,34.04
-118.30,33.943
-118.440,34.260
-118.451,34.227
-118.375,34.231
-118.245,34.072
-118.260,33.969
-118.365,34.224
-118.251,34.057
-118.401,33.943
-118.487,34.268
-118.278,34.00
-118.309,34.061
-118.432,34.064
-118.551,34.235
-118.455,34.221
-118.220,34.051
-118.36,34.157
-118.249,34.042
-118.22,34.142
-118.300,34.105
-118.300,34.105
-118.287,34.107
-118.407,33.94
-118.286,34.046
-118.39,34.028
-118.430,34.314
-118.567,34.04
-118.424,34.041
-118.396,34.032
-118.459,34.031
-118.462,34.048
-118.447,34.046
-118.408,34.037
-118.515,34.030
-118.427,34.040
-118.427,34.040
-118.470,34.203
-118.473,34.208
-118.453,34.169
-118.4,34.186
-118.448,34.186
-118.466,34.206
-118.438,34.143
-118.448,34.20
-118.448,34.164
-118.418,34.139
-118.448,34.197
-118.450,34.181
-118.4,34.187
-118.448,34.184
-118.466,34.177
-118.535,34.20
-118.549,34.219
-118.494,34.199
-118.542,34.188
-118.53,34.180
-118.505,34.198
-118.561,34.188
-118.522,34.220
-118.501,34.18
-118.553,34.186
-118.181,34.113
-118.291,34.036
-118.270,34.088
-118.22,34.142
-118.280,34.095
-118.192,34.142
-118.245,34.072
-118.209,34.093
-118.199,34.109
-118.291,34.095
-118.212,34.090
-118.213,34.138
-118.181,34.113
-118.181,34.113
-118.181,34.113
-118.181,34.113
-118.291,34.101
-118.311,33.99
-118.281,33.983
-118.295,34.070
-118.31,34.059
-118.31,34.041
-118.300,34.045
-118.309,34.055
-118.309,34.055
-118.287,34.052
-118.286,34.046
-118.286,34.046
-118.317,34.059
-118.311,34.058
-118.284,34.052
-118.287,34.073
-118.308,34.061
-118.297,34.067
-118.594,34.26
-118.285,34.098
-118.302,34.015
-118.336,34.092
-118.286,34.106
-118.293,34.103
-118.202,34.10
-118.527,34.228
-118.30,33.969
-118.553,34.208
-118.308,34.027
-118.37,34.140
-118.22,34.116
-118.27,34.014
-118.448,34.096
-118.28,34.098
-118.25,34.054
-118.531,34.220
-118.274,34.059
-118.297,34.103
-118.407,33.94
-118.395,34.210
-118.299,34.015
-118.278,34.051
-118.237,34.116
-118.481,34.193
-118.275,34.057
-118.27,34.097
-118.289,34.061
-118.308,33.814
-118.273,34.115
-118.267,34.110
-118.301,34.123
-118.300,34.119
-118.29,34.117
-118.285,34.114
-118.285,34.114
-118.413,34.168
-118.415,34.293
-118.256,33.955
-118.192,34.026
-118.273,34.118
-118.530,34.046
-118.322,34.00
-118.446,34.006
-118.335,34.01
-118.295,34.024
-118.292,33.738
-118.277,34.090
-118.464,33.978
-118.376,33.945
-118.448,34.241
-118.415,34.268
-118.415,34.268
-118.187,34.142
-118.308,34.003
-118.317,33.961
-118.389,33.975
-118.245,34.072
-118.47,33.992
-118.403,34.226
-118.239,34.012
-118.562,34.274
-118.589,34.215
-118.2,34.053
-118.30,33.952
-118.465,34.264
-118.326,33.924
-118.344,34.009
-118.327,34.081
-118.448,34.180
-118.4,34.188
-118.223,34.122
-118.248,34.038
-118.345,34.216
-118.407,33.94
-118.467,34.235
-118.286,34.076
-118.262,34.054
-118.498,34.20
-118.307,34.086
-118.288,34.029
-118.307,34.098
-118.3,33.987
-118.393,34.19
-118.265,33.976
-118.282,33.948
-118.594,34.20
-118.256,34.042
-118.301,34.083
-118.365,34.09
-118.374,34.214
-118.463,34.235
-118.309,34.090
-118.394,34.216
-118.527,34.171
-118.601,34.224
-118.291,34.013
-118.18,34.090
-118.492,34.214
-118.284,34.090
-118.376,34.02
-118.402,33.945
-118.320,34.059
-118.403,33.942
-118.301,34.06
-118.405,33.942
-118.245,34.044
-118.257,34.04
-118.238,34.051
-118.225,34.047
-118.279,34.070
-118.279,34.040
-118.291,34.076
-118.285,34.079
-118.291,34.077
-118.286,34.084
-118.290,34.029
-118.280,34.030
-118.311,34.012
-118.308,34.008
-118.337,34.007
-118.302,34.035
-118.317,34.014
-118.178,34.077
-118.195,34.061
-118.195,34.061
-118.215,34.064
-118.221,34.049
-118.290,33.717
-118.287,33.709
-118.295,33.78
-118.270,33.784
-118.245,33.79
-118.245,33.794
-118.281,33.78
-118.269,33.779
-118.265,33.79
-118.326,34.101
-118.315,34.090
-118.333,34.105
-118.376,34.057
-118.361,34.046
-118.339,34.048
-118.350,34.066
-118.448,34.046
-118.383,34.037
-118.466,34.042
-118.424,34.19
-118.466,34.17
-118.466,34.192
-118.466,34.201
-118.440,34.148
-118.422,34.181
-118.455,34.197
-118.457,34.193
-118.554,34.197
-118.483,34.196
-118.28,34.116
-118.189,34.113
-118.189,34.113
-118.30,33.973
-118.291,34.001
-118.305,34.001
-118.284,33.982
-118.271,33.972
-118.278,33.96
-118.24,34.02
-118.269,33.984
-118.256,33.999
-118.27,34.014
-118.258,34.006
